PRDLST_NM,BSSH_NM,
비타민C3000,(주)유유헬스케어,
면역건강365,주식회사볼드인터내셔널,
REPOOP,(주)청명자연과학,
라바멀티비타민구미,(주)에스디푸드,
닥터에스멀티포스트바이오틱스(닥터S멀티포스트바이오틱스),(주)바이오로제트,
리체디맥스정(DMAX정),(주)HK바이오텍,
꿀잠365,주식회사볼드인터내셔널,
따뜻한황후,코스맥스바이오(주),
경남면역홍삼사포닌환골드,경성제약주식회사,
기억엔7103,(주)한국씨엔에스팜,
HYTAMIX하이타믹스,코스맥스바이오(주),
라비쎌더블유,(주)메디오젠충주공장,
허니베리퍼펙트다이어트,(주)아리바이오에이치앤비,
프리미엄비타민D2000IU,(주)알피바이오,
원헌드레드쌀마그네슘,에이치엔웨이,
원헌드레드수용성발효칼슘,에이치엔웨이,
에센셜포우먼50+,(주)서흥,
아이케어루테인,(주)유니쎌팜,
슈퍼하트리셋카페,주식회사코스팜,
설포플렉스에프파우더,주식회사제이비케이랩,
삼려비책금산고려홍삼정,한국생약영농조합법인,
비피도박테리움브레베GCWBBR1144,(주)케비젠,
비피도박테리움롱검GCWBLO1136,(주)케비젠,
비바칸캡슐,주식회사제이비케이랩,
비바씨캡슐,주식회사제이비케이랩,
비바써큐캡슐,주식회사제이비케이랩,
면역엔홍삼6년근,(주)휴온스네이처3공장,
메가헬퍼루테인아스타잔틴트리플아이,(주)한국씨엔에스팜,
멀티케어오메가3프리미엄,(주)네추럴에프앤피2공장,
맥스비큐텐액티브,주식회사노바렉스,
마그네슘,(주)한국씨엔에스팜,
금단미인다이어트환,(주)한풍네이처팜,
관절연골엔보스웰리아이지,주식회사노바렉스,
닥터피엔티알티지오메가3플러스,(주)알피바이오,
눈케어,풀무원건강생활(주),
뉴프로&프리바이오틱스골드,(주)세종바이오팜,
리턴업스트레스릴렉스케어,(주)서흥,
갱년기케어,풀무원건강생활(주),
6년근홍삼정플러스,종근당건강(주),
어린슈퍼콜라겐스킨핏,(주)서흥,
아이패스에이치로얄,(주)한국인삼공사,
면역단RG30,경성제약주식회사,
멀티키즈(MultiKids),코스맥스엔비티(주),
네이처드림장케어앤생유산균,노비스바이오(주),
네이처드림몸에좋은비타민C•아연,노비스바이오(주),
라바미네랄구미,(주)에스디푸드,
2455레드다이어트,노비스바이오(주),
뉴트리미루테인,코스맥스엔비티(주),
네이처드림면역앤프로폴리스•아연,노비스바이오(주),
관절에좋은관절애(愛)프리미엄,(주)바이오로제트,
피로⦁면역엔,(주)서흥오창공장,
프리미엄블러드스트림,(주)네추럴에프앤피2공장,
프리미엄관절팔팔,(주)씨스팡,
파티온감마리놀렌산캡슐,(주)네추럴에프앤피2공장,
트리플오메가3,(주)네추럴에프앤피2공장,
키즈데이,코스맥스바이오(주),
진비책사포닌한뿌리,(주)비티진,
지씨아연,콜마비앤에이치(주)음성공장,
일양생기촉촉콜라겐,(주)네이처텍,
유유잠이솔,(주)네추럴에프앤피2공장,
위솔루션,(주)서흥,
에버콜라겐로열에이지시그니처앰플,코스맥스바이오(주),
애터미식물성조류오메가3,콜마비앤에이치(주)음성공장,
알파랩유기농밀크씨슬,주식회사노바렉스,
아이케어오메가3로얄,(주)네추럴에프앤피2공장,
신의한수헤이즐넛향커피맛,코스맥스엔비티(주),
신의한수자몽맛,코스맥스엔비티(주),
시크릿바이오우먼골드,(주)비오팜,
시어스날마다프로바이오틱스캡슐,(주)비오팜,
시그니처히알루론산,주식회사노바렉스2공장,
스마일케어골드,(주)세종바이오팜,
성균관밸런스닥터,농업회사법인주식회사헬스앤라이프,
비타민D2000IU볼란테,주식회사바이오에비뉴,
버섯비타민D,(주)오투바이오,
바디닥터스유기농밀크씨슬프리미엄,주식회사노바렉스,
미스진프로바이오틱스,코스맥스엔비티(주),
미네미내,노비스바이오(주),
메디오와트플러스알파,(주)비오팜,
라이프케어비타민C3000영국산100%,한국바이오팜(주),
더쎄라빼라,한국바이오팜(주),
광동6년근홍삼정원데이스틱,농업회사법인주식회사에프앤비바이오,
날마다아이앤스킨,(주)한국씨엔에스팜,
라바쑥쑥구미,(주)에스디푸드,
데일리마그네슘,(주)네추럴에프앤피2공장,
듀얼그린철분,(주)한국씨엔에스팜,
광동프리바이오틱스프락토올리고당,우리바이오(주),
닥터에스더그린컷,코스맥스엔비티(주),
리스펙타와이케어,코스맥스엔비티(주),
락토플래닛,(주)한국씨엔에스팜,
후디락프리미엄프로바이오틱스,주)팜크로스,
홍삼정데일리고,(주)동원에프앤비,
프리미엄오메가3플러스,(주)네추럴에프앤피2공장,
프리미엄오메가3골드,(주)네추럴에프앤피2공장,
퓨어맘엽산800,네이처퓨어코리아(주),
팜콜라겐,주식회사네추럴웨이포천제2공장,
키드큐키즈플러스젤리,(주)서흥오창공장,
코큐텐프리미엄,(주)한풍네이처팜,
코오롱N-아세틸글루코사민,극동에치팜(주),
지천력,(주)대한홍삼진흥공사금산지점,
이오스타이너바이오코드티디,디에이치팜(주),
이오스타이너바이오코드씨피,디에이치팜(주),
이오스타이너바이오코드씨비,디에이치팜(주),
오메가3골드업,(주)네추럴에프앤피2공장,
오메가-3,네이처퓨어코리아(주),
애터미이너콜라겐,콜마비앤에이치(주)음성공장,
생유산균프로바이오틱스,주식회사네추럴웨이,
6년근고려홍삼정진액스틱,(주)일화,
락토파워생유산균,이앤에스(주),
17종알파혼합유산균에이(A)-3000,(주)메디오젠,
8종에스피컴플렉스혼합유산균,(주)메디오젠,
광동칼마디올인원,(주)한풍네이처팜,
홍삼정파워롱데이로얄,(주)다정,
홍삼정파워롱데이골드,(주)다정,
한미양행프로바이오틱스프리미엄,주식회사한미양행,
프리미엄멀티비타민미네랄,(주)한국씨엔에스팜,
프로폴리스,네이처퓨어코리아(주),
퍼틸비타우먼,코스맥스엔비티(주),
트루프리바이오틱스,(주)비오팜,
코큐텐100mg,코스맥스바이오(주),
코오롱루테인아스타잔틴,주식회사네추럴웨이포천제2공장,
츄어블키즈멀티비타민,(주)뉴팜,
진효삼홍삼효(酵)감,(주)다정,
지씨멀티비타민미네랄,콜마비앤에이치(주)음성공장,
지씨루테인아스타잔틴,콜마비앤에이치(주)음성공장,
이너슬리밍,주식회사네추럴웨이,
웰메가멀티비타민&미네랄,(주)비오팜,
연어이리추출물(PRP연어핵산),(주)파마리서치,
엑셀렌C트리플,콜마비앤에이치(주)음성공장,
엑셀렌C메가,콜마비앤에이치(주)음성공장,
에브리카노그린커피빈다이어트,(주)한국씨엔에스팜,
식물성오메가3프리미엄,콜마비앤에이치(주)음성공장,
스트롱타민,(주)네추럴에프앤피2공장,
마시하나에브리데이프리바이오틱스,주식회사노바렉스,
뉴트리티지데일리팩,코스맥스엔비티(주),
룩킬팻다이어트,주식회사네추럴웨이포천제2공장,
CoQ-10100mgPlusVitamins,코스맥스엔비티(주),
동충하초골드환(수출용),인성제약(주),
락피도멀티비타민액상키즈,엠에스바이오텍(주),
다노멀티프로바이오틱스,코스맥스엔비티(주),
BOVISMAI(전량수출용),케이지랩주식회사,
락토바실러스퍼멘텀에스알케이414,(주)종근당바이오,
리뉴메디멀티비타민,(주)비오팜,
CoQ-1050mgPlusVitamins,코스맥스엔비티(주),
Kfood케이푸드프로폴리스진,(주)두루원,
뉴오메가3플러스,(주)네추럴에프앤피2공장,
락토-업프레쉬,(주)메디오젠충주공장,
헬로슬림다이어트,(주)유유헬스케어,
항균·면역엔프로폴리스플러스아연,코스맥스바이오(주),
하이퍼씨슬,주식회사한미양행,
하루약속,콜마비앤에이치(주)음성공장,
필리비타민C,코스맥스엔비티(주),
플로라퀸,(주)서흥,
퓨어맘칼슘마그네슘D,네이처퓨어코리아(주),
코오롱알티지오메가31100,주식회사네추럴웨이포천제2공장,
이경제더힘찬면역앤앰플,주식회사이수바이오,
웰바치온,조아제약(주),
웨이더프라임맨오브파워,코스맥스엔비티(주),
옵티클리어,(주)유유헬스케어,
오큐슈프림,주식회사한미양행,
에버비타메가도스,에프엔바이오(주),
아이러브루테인지아잔틴,코스맥스바이오(주),
본업플러스,주식회사한미양행,
모니카MSM,(주)두루원,
명가6년근고려홍삼,농업회사법인(주)힐링팜,
"면역기능에필요한아연플러스비타민C,프로폴리스",(주)유유헬스케어,
메디타민속편한비타민C850,에이치엔웨이,
메가컷다이어트하비탈출,(주)알피바이오,
데이알와이존(Y-ZONE),코스맥스엔비티(주),
레드지니(RedGenie),(주)팜텍코리아,
닥터에스더어린콜라겐,(주)네이처텍,
데이즈온프리바이오틱스우먼,코스맥스바이오(주),
데이즈온루테인지아잔틴,코스맥스바이오(주),
눈애존플러스,(주)유유헬스케어,
더프로바이오아연디,코스맥스엔비티(주),
가르시니아다이어트더블다운,농업회사법인주식회사내츄럴엔,
건강남녀루테인과밀크씨슬프리미엄,코스맥스엔비티(주),
당신당의119,주)팜크로스,
피토틱스키즈,코스맥스엔비티(주),
프리바이오틱스,삼성제약(주),
퓨어맘철분,네이처퓨어코리아(주),
팻킬녹차카테킨건조효모셀레늄,주식회사노바렉스,
엠674,(주)메디오젠충주공장,
엔엠씨프로바이오틱스9(NMCProbiotics9),주식회사현대바이오랜드안산,
액티브신바이오틱스,(주)뉴팜,
안심생균포스트바이오틱스,코스맥스엔비티(주),
슬림플래닛녹차카테킨500mg,(주)한국씨엔에스팜,
석류겐,동서바이오팜(주),
베러데이비타민D,코스맥스바이오(주),
마더스프로바이오,코스맥스엔비티(주),
rTG오메가-3위드비타민E,네이처퓨어코리아(주),
네이처진에스디눈에좋은루테인,주식회사노바렉스2공장,
10억보장프로바이오틱스+프리바이오틱스,주식회사한국바이오건강,
듀얼폴리스,(주)농업회사법인비엔케어,
고려인삼분정프리미엄,한방바이오(주),
리턴업스트레스데이케어,(주)서흥,
활력엔비타민B컴플렉스,(주)네추럴에프앤피2공장,
홍삼케어,풀무원건강생활(주),
홍삼정골드스틱,강원인삼농협,
홍삼스틱플러스,강원인삼농협,
홍경천추출농축액,주식회사현대바이오랜드안산,
하이튼튼홍삼젤리,코스맥스바이오(주),
피토틱스맘스,코스맥스엔비티(주),
피엠지관절팡팡정,극동에치팜(주),
프리미엄락토생포스트바이오틱스,주식회사볼드인터내셔널,
프로쾌변화이바,콜마비앤에이치(주)음성공장,
프로비던스포스트바이오틱스알파,(주)비오팜,
팻블로커,(주)한국씨엔에스팜,
판토삼명가골드,풍기진생영농조합법인,
키즈츄어블멀티비타민&미네랄,에스케이내추럴팜(주),
코오롱프로바이오틱스,극동에치팜(주),
코오롱밀크씨슬,극동에치팜(주),
지씨알티지오메가프리미엄,콜마비앤에이치(주)음성공장,
저스트포맨,농업회사법인에스에스바이오팜(주),
오늘애홍삼스틱,풍기진생영농조합법인,
엠396,(주)휴온스내츄럴,
에센셜포우먼,(주)서흥,
에버프라임홍삼발포정,에프엔바이오(주),
알쓰리단밤,주식회사노바렉스,
시그니쳐마그네슘,주식회사코스팜,
셀렌후켄골드플러스,주식회사볼드인터내셔널,
빠지다카테킨다이어트,주식회사코스팜,
복합프로바이오틱스포뮬러,주식회사코스팜,
벤스랩활력천왕,(주)한국씨엔에스팜,
관절메이트,콜마비앤에이치(주)음성공장,
데이즈온밀크씨슬,코스맥스바이오(주),
라이프프로틴,맥널티바이오(주),
고려홍삼활력정,(주)정원,
네이처진에스디뉴트리션프로틴,주식회사노바렉스,
닥터필슬림한그린커피빈,(주)씨엘팜,
프로바이오생유산균퍼스트,에스케이내추럴팜(주),
포미130플러스,우리바이오(주),
장·면역NK알로에겔,주)김정문알로에,
온가족100억보장생유산균,주식회사한국바이오건강,
비오틴5000,(주)뉴팜,
바이오틱톡슬리밍,(주)세종바이오팜,
10억생유산균포스트바이오틱스,주식회사락토메이슨,
락토바실러스루테리에이티지-에프4(ATG-F4),주식회사락토메이슨,
홍삼정25수(秀),(주)다정,
혈행개선솔루션,(주)서흥,
프리솔라플로라,(주)메디오젠충주공장,
프리바이오틱스,네이처퓨어코리아(주),
프리미엄철분플러스,콜마비앤에이치(주)음성공장,
프로바이오틱스에프,(주)메디오젠충주공장,
포텐라이프,(주)보고신약논산공장,
팜엔탑있었던것처럼비오틴,(주)한국씨엔에스팜,
트루락황후의유산균,(주)서흥,
지씨프리바이오틱스,콜마비앤에이치(주)음성공장,
지씨홍삼,콜마비앤에이치(주)음성공장,
유나이티드면역멀티비타민젤리,코스맥스바이오(주),
웰메가칼슘마그네슘D,(주)네추럴에프앤피2공장,
온리원멀티비타민&미네랄,(주)네추럴에프앤피2공장,
영양가득한끼쉐이크,주식회사노바렉스,
안국눈에좋은루테인플러스,(주)서흥,
아스코르빈산100%,주식회사노바렉스,
써큐란알티지오메가-3,(주)서흥,
수용성프로폴리스농축액,서울프로폴리스(주),
몸애수호멀티비타민,코스맥스바이오(주),
